"year","number","question","answer","choice1","choice2","choice3","choice4","choice5"
"2023","6","国際的な森林・林業に関する次の記述のうち、最も不適切なものはどれか。","5","①国連食糧農業機関（FAO）が発行した「世界森林資源評価（2020）」によると、世界の森林面積は約40億haで、地球の陸地面積の約31%を占めている。","②同報告によると、過去30年（1990年〜2020年）で世界の森林面積は減少しているが、その減少速度は緩やかになってきている。","③持続可能な森林経営を国際的に推進するための森林原則声明及びアジェンダ21は、1992年の「環境と開発に関する国連会議（地球サミット）」で採択された。","④「国連森林フォーラム（UNFF）」は、全ての種類の森林の持続可能な経営の促進などを目的として設置された政府間フォーラムである。","⑤令和3年（2021）年10月に行われたCOP26では、「グラスゴー気候合意」が採択され、森林の保護・回復・持続可能な管理に向けた「森林と土地利用に関するグラスゴー・リーダーズ宣言」について、日本を除く100カ国以上が署名した。"
"2023","7","森林の種類と分布に関する次の記述のうち、最も不適切なものはどれか。","3","①日本の森林植生の水平分布は、亜熱帯から亜寒帯まで分布しており、南から亜熱帯多雨林、照葉樹林（常緑広葉樹林）、夏緑樹林（落葉広葉樹林）、針葉樹林の順に分布する。","②日本の森林植生の垂直分布は、低地帯、山地帯、亜高山帯、高山帯に区分される。","③ブナは、我が国の水平分布において、照葉樹林帯の優占種であり、天然林に多く分布している。","④スギの天然林は、主に日本海側（多雪地帯）に分布しており、天然秋田スギ（秋田県）、天然屋久スギ（鹿児島県）などが有名である。","⑤シラビソやオオシラビソは、亜高山帯に分布する代表的な針葉樹であり、高標高地の森林を構成している。"
"2023","8","森林の構造と動態に関する次の記述のうち、最も不適切なものはどれか。","4","①森林の垂直構造は、林冠（高木層）、亜高木層、低木層、草本層、地表層（コケ層など）からなる多層構造を形成していることが多い。","②ギャップ（林冠ギャップ）とは、林冠に生じた空間のことで、倒木や枯死木により形成され、光の透過量が増加することで、林床植生の更新を促進する。","③遷移とは、植生が時間とともに変化していく過程のことで、裸地から始まる一次遷移と、植生が撹乱を受けた後に回復する二次遷移がある。","④林分の発達段階において、幹密度は林齢とともに単調に増加し続ける。","⑤老齢林（原生林）には、大径木や倒木が多く、生物多様性が高い特徴を持つことが多い。"
"2023","9","森林の成長と生産に関する次の記述のうち、最も不適切なものはどれか。","5","①樹木の成長には、直径成長（形成層による肥大成長）と高さ成長（頂端分裂組織による伸長成長）がある。","②材積成長量には、ある期間の材積の増加量を表す定期成長量と、ある1年間の増加量を表す連年成長量がある。","③間伐を適切に実施することで、残存木の成長を促進し、林分全体の材積成長を維持・向上させることができる。","④材積成長率は、林齢が若い段階では低く、成熟するにつれて高くなり、老齢になると再び低下する傾向がある。","⑤地位（サイト・インデックス）は、同じ林齢・樹種でも立地条件により変化せず、一定に保たれる指標である。"
"2023","10","森林の生態系機能に関する次の記述のうち、最も不適切なものはどれか。","1","①森林のバイオマスには、地上部のみが含まれ、地下部（根系）のバイオマスは含まれない。","②森林の一次生産量とは、植物が光合成によって有機物を生産する量のことで、総一次生産量から植物自身の呼吸量を差し引いたものを純一次生産量という。","③森林の有機炭素は、生きた植物体のほか、土壌有機物や枯死木など様々な形態で蓄積されている。","④森林の炭素固定機能は、大気中のCO₂を吸収・固定することで、地球温暖化緩和に貢献している。","⑤落葉・落枝などのリター（有機物）は、土壌微生物や土壌動物によって分解され、養分として循環している。"
"2023","11","森林の更新と造林に関する次の記述のうち、最も不適切なものはどれか。","3","①人工造林では、苗木を植栽する前に、競合植生を除去する地拵え（地ごしらえ）を行うことが一般的である。","②天然更新とは、天然に生じた種子の発芽や萌芽などにより、人工的な植栽を行わずに新しい世代の樹木を育成させることである。","③スギやヒノキの人工林では、自然に落下した種子による天然更新（天然下種更新）が容易に成立するため、主伐後は植栽を行わずに天然更新に委ねることが標準的な方法となっている。","④下刈りは、造林木の成長を妨げる雑草木を刈り払う作業で、造林木が競合植生に打ち勝つまでの数年間継続して行われることが多い。","⑤枝打ちは、生節の形成を防ぎ、無節材の生産を目的として行われるほか、林内の光環境改善にも寄与する。"
"2023","12","森林の保護に関する次の記述のうち、最も不適切なものはどれか。","5","①松くい虫被害（マツ材線虫病）は、マツノマダラカミキリが媒介するマツノザイセンチュウの感染によって引き起こされ、感染した樹木は急速に枯死する。","②ナラ枯れは、カシノナガキクイムシが媒介するナラ菌（Raffaelea quercivora）の感染によって引き起こされ、コナラやミズナラなどが枯死する被害である。","③雪害（雪折れ・雪圧・根返り）は、積雪の多い地域でスギやヒノキなどの人工林で多く発生し、特に若い林分で被害が顕著である。","④風害（風折れ・風倒）は、台風や強風によって発生し、特に根張りの浅い土壌や地形的に風が集中しやすい場所で被害が大きい。","⑤シカやクマなどの野生動物による剥皮（樹皮剥ぎ）被害は、春から夏にかけての活動期に集中して発生し、冬期には全く発生しない。"
"2023","13","森林土壌に関する次の記述のうち、最も不適切なものはどれか。","4","①森林土壌は、有機物層（A0層）、腐植に富む表層（A層）、溶脱層（E層）、集積層（B層）、母材層（C層）などの土壌断面構造（ペドン）を持つ。","②森林土壌の種類として、日本では褐色森林土が最も広く分布している。","③土壌の物理的性質として、土性（砂、シルト、粘土の比率）、土壌構造、孔隙率などがあり、これらは土壌の保水性や透水性に影響する。","④森林の土壌pHは、一般に農耕地に比べて高く（アルカリ性）、塩基性の条件下で有機物の分解が促進される。","⑤マイコリザ（菌根菌）は、樹木の根と共生することで、土壌からの無機養分（特にリン）の吸収を助けている。"
"2023","14","森林の水文・気象に関する次の記述のうち、最も不適切なものはどれか。","3","①樹冠遮断とは、降雨の一部が樹冠に遮られ、林床まで到達せずに大気中に蒸発する現象のことである。","②蒸発散量は、蒸発（土壌面や水面からの水の蒸発）と植物の蒸散の合計量を示す。","③森林の蒸発散量は、夏よりも冬の方が多い傾向にある。","④林内の気温は、林外に比べて年較差が小さく、気温変化が緩やかである。","⑤森林整備や適切な間伐により、土壌の水分保持能力が向上し、水源涵養機能が維持・向上される。"
"2023","15","森林の測定と評価に関する次の記述のうち、最も不適切なものはどれか。","3","①胸高直径とは、地上から1.2mの高さにおける幹の直径のことをいう。","②材積の算出には、形数（胸高形数）を使用する方法があり、材積＝胸高断面積×樹高×胸高形数で求められる。","③標準地法による蓄積調査では、調査する標準地の面積は対象林分の面積に関わらず常に一定（通常100㎡）でなければならない。","④毎木調査とは、調査対象の林分内の全ての立木について、胸高直径や樹高を測定する方法である。","⑤バイテル（Bitterlich）法（角形係数法）は、林分断面積合計を効率よく推定する方法で、選木確率が断面積に比例する点が特徴である。"
"2023","16","森林の経営と計画に関する次の記述のうち、最も不適切なものはどれか。","1","①法正林とは、林内に老齢林から若齢林まで全ての齢級が等面積で存在し、毎年等量の収穫が得られる理想的な林で、日本では大半の民有林がこの状態にある。","②輪伐期とは、同一林分を繰り返し伐採する場合、一回の輪伐に要する年数のことで、経済的輪伐期や工芸的輪伐期などの概念がある。","③森林施業計画（現・森林経営計画）とは、森林所有者が一定の区域の森林について、森林の施業の内容などを定めた計画のことである。","④択伐林施業とは、成熟した個々の立木を選択的に伐採し、天然更新により後継樹を育成する施業方法で、持続的に材木を収穫できる。","⑤複層林施業とは、樹冠が複数の層で構成される林分を目指す施業で、多様な林齢の樹木が混在した林分を育成する。"
"2023","17","森林の伐採と更新に関する次の記述のうち、最も不適切なものはどれか。","2","①皆伐とは、ある林分の全ての立木を一度に伐採することで、皆伐跡地では通常人工造林または天然更新による更新が行われる。","②主伐後の造林に当たっては、「森林・林業基本計画（令和3年）」において、主伐後に植栽を行わず天然更新に委ねることを基本方針とすることが定められている。","③択伐とは、成熟した個々の立木あるいは特定の樹木群を選択的に伐採する方法で、林分の構造を維持しながら収穫を行う方法である。","④帯状伐採とは、林分を帯状に区切って順次伐採を行う方法で、伐採方向や配置により天然更新を促進するよう工夫される場合がある。","⑤群状択伐とは、林内の小面積の群（グループ）単位で択伐を行う方法で、ギャップ更新を利用して更新を図る。"
"2023","18","林道に関する次の記述のうち、最も不適切なものはどれか。","1","①「林道の開設及び改良の基準」（林野庁）では、林道の規格として自動車道と軽車道の2種類のみが定められており、歩道については定義されていない。","②林道は、森林施業に必要な作業路網の基幹となるものであり、路線数・延長ともに日本の道路交通法に基づく道路体系の中では位置づけられない。","③林道の縦断勾配（縦断こう配）は、通行の安全性や木材搬出効率の観点から、一定の基準以下に抑えるよう定められている。","④作業道は、林道よりも簡易な規格で開設される林内道で、高性能林業機械による施業の効率化に貢献している。","⑤路網整備にあたっては、地形や土質、水系などを考慮した適切な路線選定と施工が、土砂流出などの環境への影響を最小化するために重要である。"
"2023","19","林業経営と木材流通に関する次の記述のうち、最も不適切なものはどれか。","4","①我が国の素材（丸太）生産量は、1960年代をピークに減少し、近年は増加傾向にある。","②国産材の自給率は、2000年代に最低水準に落ち込んだ後、近年は上昇傾向にある。","③木材の流通経路としては、山元（森林所有者）→素材生産者（素材業者）→木材市場（原木市場）→製材工場→建材店・プレカット工場→工務店・建築会社→ユーザーという流れが一般的であった。","④流通の効率化のため、大規模製材工場やバイオマス発電施設への原木の集約が進んでいるが、山元価格（立木価格）は近年大幅に上昇している。","⑤CLT（直交集成板）は、ひき板を繊維方向が直交するよう積層接着した木質材料で、建築用途を中心に利用が拡大している。"
"2023","20","木材の性質と利用に関する次の記述のうち、最も不適切なものはどれか。","5","①木材の含水率とは、木材中の水分量を全乾重量で除して100を掛けた値であり、繊維飽和点は含水率約30%程度とされている。","②木材の強度は、含水率が繊維飽和点以下になると、含水率が低下するほど高くなる傾向がある。","③木材の乾燥方法には、天然乾燥と人工乾燥（強制乾燥）があり、人工乾燥では短時間で乾燥できるが、乾燥コストがかかる。","④木材の耐久性（耐腐朽性）は、一般に辺材よりも心材の方が高い傾向がある。","⑤木材の熱伝導率は金属に比べて高く、断熱性は低い特徴があるため、断熱材としての利用には適さない。"
"2023","21","木材の利用と加工に関する次の記述のうち、最も不適切なものはどれか。","2","①集成材とは、ひき板（ラミナ）を繊維方向が平行になるよう積層接着した木質材料で、均質性が高く、大断面材や長尺材の製造も可能である。","②木質ボード類（合板、MDF、パーティクルボード等）は、木材の固体性質（繊維方向による異方性）をそのまま活かした木質材料である。","③木質バイオマスとは、木材由来の有機物をエネルギー源として利用するものを指し、木質ペレットや木質チップなどがある。","④木材保存処理とは、木材の耐久性を向上させるため、防腐剤や防虫剤などを木材に注入または表面処理する方法である。","⑤木造建築物の耐火性能を高めるため、大断面木材の利用や木材の燃えしろ設計（燃えしろ設計法）などが活用されている。"
"2023","22","森林・林業の担い手と組織に関する次の記述のうち、最も不適切なものはどれか。","3","①森林組合は、森林所有者を組合員とする協同組合であり、森林の施業管理や木材の販売・加工などを事業として行っている。","②認定林業事業体（認定事業体）とは、都道府県知事が認定した林業経営体で、一定の施業計画の作成・実施や経営改善に取り組む事業体のことである。","③森林経営計画とは、市町村が作成する計画であり、市町村内の全森林を対象に森林の施業・保護等の方針を定めたものである。","④「緑の雇用」事業とは、林業の担い手を確保・育成するため、就業者への技術・知識等の研修を支援する事業である。","⑤林業事業体の経営基盤の強化を図るため、「経営体育成基盤整備事業」等の支援施策が設けられている。"
"2023","23","保安林制度に関する次の記述のうち、最も不適切なものはどれか。","5","①保安林とは、水源涵養、土砂流出防備、土砂崩壊防備などの特定の公益目的のために農林水産大臣または都道府県知事が指定した森林のことである。","②保安林には、水源涵養保安林、土砂流出防備保安林、飛砂防備保安林、防風保安林など17種類の種別がある。","③保安林内では、立木の伐採や土地の形質の変更等の行為は原則として制限されており、必要な場合は許可が必要である。","④保安林の指定及び解除は、森林法に基づき行われ、農林水産大臣または都道府県知事が行う。","⑤保安林制度は、明治時代に導入された制度であるが、現在では先進的な管理手法の導入により、全ての保安林において木材生産を優先した施業が行われている。"
"2023","24","鳥獣被害対策に関する次の記述のうち、最も不適切なものはどれか。","1","①「鳥獣の保護及び管理並びに狩猟の適正化に関する法律（鳥獣保護管理法）」では、全ての野生鳥獣の捕獲を禁止しており、有害鳥獣駆除も一切認められていない。","②シカやイノシシなどの農林業被害を軽減するため、防護柵の設置や捕獲の推進などの対策が実施されている。","③「鳥獣被害防止特措法」に基づき、市町村は鳥獣被害防止計画を作成し、総合的な被害防止対策を実施することができる。","④指定管理鳥獣（ニホンジカ、イノシシなど）については、環境大臣が指定し、都道府県が管理計画を作成して個体数管理を行う体制が設けられている。","⑤野生動物の個体数管理のため、狩猟免許制度があり、狩猟者による捕獲も個体数管理に貢献している。"
"2023","25","森林病害虫に関する次の記述のうち、最も不適切なものはどれか。","4","①カシノナガキクイムシによるナラ枯れ被害は、近年、日本海側地域から太平洋側地域へと分布が拡大している。","②スギカミキリは、スギ・ヒノキなどの針葉樹を加害する害虫で、幼虫が樹皮下を食い荒らすことで被害を引き起こす。","③マツ材線虫病（松くい虫）は、マツノザイセンチュウがマツノマダラカミキリにより媒介されて発生するもので、感染した樹木は枯死する。","④アメリカシロヒトリは、外来の害虫であり、サクラやブナなどの広葉樹を加害するが、針葉樹には被害を与えない。","⑤スギ・ヒノキを加害するスギドクガは、葉を食べる食葉性害虫の一種で、大発生すると林分の成長低下や枯死を引き起こすことがある。"
"2023","26","森林施業計画・経営計画に関する次の記述のうち、最も不適切なものはどれか。","2","①森林経営計画とは、森林所有者等が作成する計画で、5年間を1期として施業・保護の内容を定めた計画のことである。","②森林経営計画は、認定を受けた場合でも、税制上の優遇措置や補助事業の優先採択等の支援措置は一切受けられない。","③市町村森林整備計画とは、市町村が作成する計画で、市町村内の全森林を対象に森林の施業・保護等の方針を定めたものである。","④地域森林計画とは、都道府県知事が作成する計画で、民有林を対象に森林の整備・保全等の方針を定めたものである。","⑤全国森林計画とは、農林水産大臣が作成する計画で、全国の森林を対象に森林の整備・保全等の基本的方針を定めたものである。"
"2023","27","木材の乾燥に関する次の記述のうち、最も不適切なものはどれか。","2","①木材の含水率が繊維飽和点以上では、含水率の変化による木材の収縮・膨張（寸法変化）はほとんど生じない。","②木材を乾燥する際に、乾燥速度を速くするほど、乾燥欠陥（割れ・反り・ねじれ等）が発生しにくくなり、乾燥品質が向上する。","③木材の接線方向（年輪の接線方向）の収縮率は、放射方向（木裏方向）の収縮率より大きい傾向がある。","④木材の乾燥において、高温乾燥は短時間で乾燥できるが、強度低下などの品質変化が生じることがある。","⑤木材の平衡含水率とは、周囲の温湿度条件において木材が最終的に示す含水率のことであり、温度や湿度によって変化する。"
"2023","28","木材の強度に関する次の記述のうち、最も不適切なものはどれか。","5","①木材の繊維方向の強度は、繊維に直交する方向の強度よりも一般に大きい。","②木材の気乾比重（容積比重）は、木材の強度と正の相関がある傾向がある。","③木材に荷重をかけ続けると時間の経過とともに変形が進む現象をクリープという。","④節は木材の強度（特に曲げ強さ）を低下させる欠点であり、無節材は節あり材に比べて一般に強度が高い。","⑤木材の弾性係数（ヤング率）は繊維方向が最も小さく、繊維直交方向（放射・接線方向）が最も大きい。"
"2023","29","木材の化学的性質と利用に関する次の記述のうち、最も不適切なものはどれか。","4","①木材の主要成分は、セルロース、ヘミセルロース、リグニンの3成分で、これら以外にも抽出成分（精油、タンニン等）が含まれる。","②セルロースは木材細胞壁の主要構成成分で、グルコースが直鎖状に結合した高分子化合物であり、繊維状構造（ミクロフィブリル）を形成している。","③リグニンは、木材細胞間の接着剤的役割を担い、セルロースやヘミセルロースで形成される細胞壁に充填されており、木材に硬さや腐朽への抵抗性を与えている。","④木材の芯材（心材）は、辺材に比べて水分が多く、養分（デンプン等）を多く蓄積した生きた細胞（柔細胞）が多い活性部位である。","⑤木質バイオマス（木材由来の炭素）は、燃焼しても大気中のCO₂を増加させないとみなすカーボンニュートラルの概念に基づいて利用が促進されている。"
"2023","30","林産物の認証と流通に関する次の記述のうち、最も不適切なものはどれか。","3","①FSC認証（Forest Stewardship Council）とは、適切に管理された森林から産出された木材・林産物であることを認証する制度で、国際的に広く普及している。","②PEFC認証（Programme for the Endorsement of Forest Certification）は、持続可能な森林管理を認証する国際的な制度で、FSCとは異なるアプローチを持ちながら相互承認の仕組みを持っている。","③合法木材（合法伐採木材）の流通確保を目的として、日本では「クリーンウッド法」が2017年に制定され、全ての木材・木材製品の輸入業者に合法証明書の提出が義務付けられた。","④SGEC（Sustainable Green Ecosystem Council）認証は、日本独自の森林認証制度で、国際的な基準と整合しながら日本の森林の特性に合った認証システムである。","⑤サプライチェーン認証（CoC認証）とは、認証森林から産出された木材製品が製造・流通の各段階で適切に管理されていることを保証する認証制度のことである。"
"2023","31","木材の構造利用に関する次の記述のうち、最も不適切なものはどれか。","2","①木造軸組工法（在来工法）は、柱・梁などの軸組部材で構造を支える工法で、日本の住宅建設で伝統的に広く用いられている。","②2×4工法（枠組壁工法）では、主に2インチ×4インチの規格材を使用した軸組部材で構造を支えるため、壁による構造的役割が軸組工法に比べて小さい。","③CLT（Cross Laminated Timber）は、ひき板を繊維方向が直交するよう積層接着した木質材料で、面材として柱・梁に替わる構造材としての利用が期待されている。","④木質ラーメン構造は、柱と梁をガセットプレートや金物で剛接合した木造の構造形式で、大空間の構造に用いられることがある。","⑤集成材を用いた大断面木造建築は、耐火建築物としての利用が可能であり、非住宅・中大規模建築物への木材利用拡大に貢献している。"
"2023","32","非木材林産物の利用と管理に関する次の記述のうち、最も不適切なものはどれか。","2","①特用林産物には、きのこ類（シイタケ、マイタケ等）、山菜類（ワラビ、ゼンマイ等）、薬用植物等が含まれる。","②シイタケの原木栽培では、コナラやクヌギの丸太よりも針葉樹（スギ・ヒノキ等）の丸太が好適な原木として広く利用されている。","③タケノコは竹類の若芽・若茎で、食用として利用されるほか、竹林は建材・工芸品の材料としても活用されている。","④漆（うるし）は、ウルシの樹液から得られる天然の塗料・接着剤であり、伝統工芸品への利用の他、近年は文化財修復などにも利用されている。","⑤林野の草資源（採草地）は、草炭・飼料・肥料などの用途で利用されており、地域によっては入会権に基づく共同管理が行われている場合もある。"
"2023","33","バイオマスエネルギーに関する次の記述のうち、最も不適切なものはどれか。","1","①木質バイオマス発電において、国内の未利用材や製材残材は燃料として利用できるが、輸入木材チップや建設廃材については、FIT（固定価格買取制度）の対象外となっており利用が全く認められていない。","②木質ペレットは、木材の廃材・残材などを圧縮成型した固形燃料で、ストーブや小型ボイラーの燃料として利用される。","③木質バイオマスのエネルギー利用においては、熱電併給（コジェネレーション）による効率的なエネルギー利用が推進されている。","④木質バイオマス発電は、FIT（固定価格買取制度）の対象となっており、電力として売電することで収益を得ることができる。","⑤木質バイオマスのガス化技術として、木材を高温で熱分解して可燃性ガスを生成するガス化発電が研究・実用化されている。"
"2023","34","森林の炭素吸収と気候変動に関する次の記述のうち、最も不適切なものはどれか。","1","①パリ協定（2015年採択）では、世界の平均気温の上昇を産業革命前比で3℃以内に抑えることを目標としており、森林の役割についての記述はない。","②我が国では、温室効果ガス削減目標の達成に向け、森林経営活動を通じた吸収量を「森林吸収源対策」として京都議定書等のもとで計上してきた。","③REDD+（Reducing Emissions from Deforestation and forest Degradation in developing countries）とは、途上国における森林減少・劣化による排出の削減等を促進する国際的な仕組みである。","④一般に、若齢林から壮齢林にかけては炭素吸収量（純一次生産量）が増加する傾向にあるが、老齢林では吸収量が低下・横ばいになる傾向がある。","⑤木材製品（HWP: Harvested Wood Products）の炭素貯留効果は、気候変動対策の一環として国際的に評価されるようになってきている。"
"2023","35","木材の構造材としての性能評価に関する次の記述のうち、最も不適切なものはどれか。","4","①JAS（日本農林規格）では、製材・集成材などの木質材料について、強度性能等の規格が定められている。","②機械等級区分（MSR：Machine Stress Rated）は、木材の曲げ剛性を機械的に測定し、ヤング率に基づいてグレード区分するシステムである。","③目視等級区分とは、節・割れ・反りなどの欠点を目視で判定し、強度性能に関わる欠点量に基づいて等級区分する方法である。","④JASの構造用製材では、スギ・ヒノキ・ベイマツなど全ての樹種について共通の強度基準値（基準強度）が定められており、樹種間で差はない。","⑤構造用集成材の接着性能（はく離試験等）は、JASにおいて規定されており、品質管理に用いられている。"
"2024","1","森林・林業基本計画（令和3年）（2021年6月）の「森林づくりを進めるための喫緊の課題に対応するための施策」に関する次の記述のうち、最も不適切なものはどれか。","4","①本計画では、多面的機能の発揮に向けた「国民の森林への理解の促進」として、森林環境教育や都市と農山村の交流を通じた関係人口の拡大を推進することとしている。","②本計画では、山側チャンネルを活用した新たな森林管理の仕組みや、集落機能の維持・向上などに向けた施策を推進することとしている。","③林業の成長産業化に向けた施策として、高性能林業機械の普及、ICT技術の活用等による林業経営の合理化を推進することとしている。","④木材利用拡大に向けた施策として、超高層ビルなどの非住宅・非木造分野への木材利用は、技術的に困難であるとして推進の対象外としている。","⑤違法伐採対策として、輸入木材・木製品の合法性の確認を進めることとしている。"
"2024","2","森林管理や林業施策等に関する文章の記述のうち、最も不適切なものはどれか。","5","①全国森林計画は、農林水産大臣が決め、森林・林業基本計画に即して、民有林を対象に整備・保全の目標と推進すべき施策の基本的な事項などを定める計画であり、市町村森林整備計画の上位計画となる。","②都市林・緑地の管理運営は、林業人材の育成を促進していくために、林業大学校の充実と森林管理の担い手育成・確保を支援する等の取組を推進することとしている。","③路網の整備は、森林作業の効率化のため不可欠であり、国有林野の路網整備を積極的に推進することとされている。","④適切な森林施業が行われるよう、隣接する市区町村の住民から構成される組織が、当該市区町村の森林整備計画に基づき森林所有者に代わって施業を実施することができる仕組みがある。","⑤間伐等の作業が行われていない場合、国及び都道府県は、森林所有者等に対して自らの経費負担なしに間伐等の施業を実施することができる。"
"2024","3","林木の成長量・収量等に関する次の記述のうち、最も不適切なものはどれか。たとえば、yr年生の林分の成長量に対する記述のうち、最も不適切なものはどれか。","4","①材積成長量は、幹材積の増加量として捉えることができ、木材生産上重要な指標となる。","②人工林の収量計算には、時系列での材積成長量、樹高曲線、材積表などが利用される。","③平均成長量は、ある材積を林齢で割った値であり、YmaxとなるYmaxは平均成長量が最大となる林齢で決まる。","④総収穫量は、ある年生における ha当たりの幹材積の総計を示し、その値は必ず年齢の増加とともに増加する。","⑤間伐収穫量は主伐収穫量より小さく、最終収穫量は全収穫量の一部を占める。"
"2024","4","林分の混み合い度の指標に関する次の記述のうち、最も不適切なものはどれか。","3","①収量比数は、林分密度管理図において、最多密度（ある樹高のもとで、もうこれ以上は入らないという上限の本数密度）を1としたときの、それに対する相対的な混み具合を表す量である。","②樹冠長率は、林木の樹冠長を樹高で割った値の百分率である。","③形状比は、林木の胸高直径を樹高で割った値である。","④相対幹距（比）は、林木間距離の平均（平均幹距）を上層樹高又は主林木平均樹高で割った値の百分率である。","⑤樹冠疎密度は、林分の樹冠投影面積を林地面積で割った値である。"
"2024","5","育林に関する次の記述のうち、最も不適切なものはどれか。","2","①つる切りとは、つる植物を除去し、植栽木の樹幹部や樹冠の損傷・折損、樹冠部の被圧などの被害を防ぐ作業である。","②間伐とは、植栽木相互の競争を管理し、樹高成長を目的に合わせて調節する作業である。","③枝打ちとは、植栽木の下枝（枯れ枝と生枝の一部）を切り、主に無節で完満な良材を得るための作業である。","④下刈りとは、篠草木を刈払い、植栽木の成長に対する光、通風、粗系競合などの障害を除去する作業である。","⑤地ごしらえとは、植栽とその後の保育を能率よくするために、植栽予定地の雑草木の刈払いと枝条の整理を行う作業である。"
"2024","6","林木育種・種苗に関する次の記述のうち、最も不適切なものはどれか。","1","①林木の個体は一般に大型で世代期間が長いことから、林木改良のための交配や選抜は、効率的に行うことが難しい。","②採種園は、多くの優良な親木から多様な遺伝的背景を持つ種子を採取して、林業用苗木を大量生産する施設であり、採取した種子は後代検定で証明された遺伝的改良効果を持つ。","③採種木（あるいはプラスツリー）とは、特定の優良な形質を示す林木の中から選ばれた個体で、後代検定によって遺伝的優良性が確認された場合に精英樹と呼ばれる。","④コンテナ苗とは、成型容器（コンテナ）に培土を入れて育苗した根ごと取り出せる苗木であり、裸苗と比較して植え付け時期の制約が少ないとされている。","⑤さし木やつぎ木などの栄養繁殖は、遺伝的に優良な個体の形質を次世代に固定することができる。"
"2024","7","日本の森林面積や蓄積量の推移に関する次の記述のうち、最も不適切なものはどれか。","2","①人工林のうち壮齢（51年生以上）の割合は、近年増加傾向にある。","②人工林は、樹種別単位面積当たり蓄積量において、スギが最も多い。","③森林の蓄積は、戦後の拡大造林により植栽された人工林が育成したことなどから、近年増加傾向にある。","④森林面積は、第二次世界大戦後の拡大造林を経て近年ほぼ横ばいで推移している。","⑤針葉樹の蓄積（人工林に多い）と広葉樹の蓄積（天然林に多い）の割合を比べると、近年では針葉樹の蓄積が多い。"
"2024","8","森林伐採（皆伐）後の更新方法に関する次の記述のうち、最も不適切なものはどれか。","5","①林木の種子を土壌中に持ち込んでいる場合には、伐採後に天然下種更新が期待できる場合がある。","②天然更新においては、単木択伐や複数択伐などの更新補助作業が行われる場合がある。","③森林の更新には、植栽による人工更新のほか、天然更新（天然下種更新・萌芽更新等）がある。","④萌芽更新は、ケヤキ、クヌギ、コナラなどの広葉樹において効果的な方法である。","⑤モザイク状配置による天然更新では、伐採地の周囲に残存する樹木からの飛種によって更新が期待できる。"
"2024","9","森林病害虫等に関する次の記述のうち、最も不適切なものはどれか。","4","①松くい虫被害は、マツノマダラカミキリが媒介するマツノザイセンチュウ（線虫）によるものである。","②ナラ枯れ被害は、カシノナガキクイムシがナラ菌を媒介してナラ・カシ類を枯らすものである。","③シカの食害は、林木の樹皮をはぐ樹皮剥皮や植栽木の食害等で、森林の更新や生育に影響を与えている。","④ニホンジカの個体数は、近年増加傾向から減少傾向に転じつつあるが、その主な原因は天敵の増加によるものである。","⑤スギカミキリ（カミキリムシ）は、スギ・ヒノキ人工林に発生し、幼虫が樹皮下を食害することで枯死を引き起こす。"
"2024","10","日本の森林土壌に関する次の記述のうち、最も不適切なものはどれか。","5","①森林土壌は、地上部の有機物と土壌が一体となった総体のことを指し、地中の根系が土壌の団粒化・風化促進・地下水の涵養などに役割を果たしている。","②本州では、スギ、ヒノキやブナなどの落葉・枯死した有機物が堆積した有機物層（A0層）の発達が見られ、多様な生物の生息環境として機能している。","③粗腐植とは、土壌に堆積した植物遺体が微生物によって分解されずに堆積したものであり、針葉樹林では広葉樹林より粗腐植が多く形成される。","④カラマツは落葉針葉樹であるため、落葉広葉樹のブナと比べて枯れ葉の腐植化が進みやすく、土壌の肥沃化に優れる傾向がある。","⑤火山灰土壌は日本各地に広く分布し、リン酸の吸収係数が高く、リン酸が土壌に固定されやすい性質を持つ。"
"2024","11","森林認証制度に関する次の記述のうち、最も不適切なものはどれか。","4","①森林認証は、FSCやPEFCによる認証制度があり、持続可能な方法で管理された森林から産出した木材や林産物を認証する仕組みである。","②日本においては、SGECがPEFCに加盟することで（2016年9月）、国際的にも通用する認証制度として運用されている。","③日本では国産材のFSC・PEFC認証取得の取組も進んでいる。","④FSC認証は2015年のCOP21において採択されたパリ協定を受け、森林認証への関心が国際的に高まったことで日本でも取得面積が急増しており、現在も増加傾向にある。","⑤SGECはPEFCに加盟することで国際基準との整合性が確保され、国際的に通用する認証として扱われるようになった。"
"2024","12","林業機械に関する次の記述のうち、最も不適切なものはどれか。","2","①スキッダとは、グラップルやチョーカーを用いて、原木をそのまま（未造材の状態）で引きずり集材する機械である。","②フォワーダとは、木材の積み込みから集材・集積まで行うことができる積載型集材機であり、伐倒作業も行うことができる。","③ハーベスタとは、立木の伐倒・造材・集積作業の一連の作業が行える多機能型自走式林業機械である。","④プロセッサとは、伐倒された丸太の造材（枝払い・玉切り）を行う林業機械である。","⑤タワーヤーダとは、塔状の鉄製タワーを自立させてワイヤーロープを架設し、原木等を空中搬送するための架線型集材機械である。"
